Uniprot_ID	prediction	Category
Q8WWM1	0.8	Swiss-Prot
Q9H825	0.8	Swiss-Prot
P0CG38	0.8	Swiss-Prot
Q2MKA7	0.8	Swiss-Prot
Q6UWI2	0.8	Swiss-Prot
Q96M86	0.8	Swiss-Prot
Q9HCR9	0.8	Swiss-Prot
Q96D70	0.8	Swiss-Prot
Q5T7W0	0.8	Swiss-Prot
Q01064	0.8	Swiss-Prot
A8MZ59	0.8	Swiss-Prot
A6NJJ6	0.8	Swiss-Prot
P53365	0.8	Swiss-Prot
A4FU01	0.8	Swiss-Prot
Q8IVB5	0.8	Swiss-Prot
Q9Y278	0.8	Swiss-Prot
Q33E94	0.8	Swiss-Prot
Q4V321	0.8	Swiss-Prot
Q15334	0.8	Swiss-Prot
P22003	0.8	Swiss-Prot
Q15431	0.8	Swiss-Prot
O15226	0.8	Swiss-Prot
Q7L190	0.8	Swiss-Prot
A0A1B0GTI1	0.8	Swiss-Prot
Q6ZS81	0.8	Swiss-Prot
Q8NAA5	0.8	Swiss-Prot
Q9P209	0.8	Swiss-Prot
Q5TKA1	0.8	Swiss-Prot
Q9BR77	0.8	Swiss-Prot
Q86VF2	0.8	Swiss-Prot
P07332	0.8	Swiss-Prot
Q13070	0.8	Swiss-Prot
P0DP75	0.8	Swiss-Prot
Q5T1V6	0.8	Swiss-Prot
Q7RTU3	0.8	Swiss-Prot
P54845	0.8	Swiss-Prot
Q13069	0.8	Swiss-Prot
Q6ZRP7	0.8	Swiss-Prot
Q14CS0	0.8	Swiss-Prot
Q8IYN2	0.8	Swiss-Prot
P26436	0.8	Swiss-Prot
A0A1W2PPF3	0.8	Swiss-Prot
Q9NR20	0.8	Swiss-Prot
P32314	0.8	Swiss-Prot
Q8IV50	0.8	Swiss-Prot
P41594	0.8	Swiss-Prot
Q01974	0.8	Swiss-Prot
Q3KP22	0.8	Swiss-Prot
O95995	0.8	Swiss-Prot
P61247	0.8	Swiss-Prot
Q9Y6S9	0.8	Swiss-Prot
Q8N680	0.8	Swiss-Prot
Q9NRC8	0.8	Swiss-Prot
Q9H706	0.8	Swiss-Prot
P11717	0.8	Swiss-Prot
Q96PU4	0.8	Swiss-Prot
Q96FV9	0.8	Swiss-Prot
Q6P9F0	0.8	Swiss-Prot
Q96SN8	0.8	Swiss-Prot
O94929	0.8	Swiss-Prot
Q96QD9	0.8	Swiss-Prot
Q6PK81	0.8	Swiss-Prot
Q06889	0.8	Swiss-Prot
Q6ZSG2	0.8	Swiss-Prot
Q9BZS1	0.8	Swiss-Prot
O00566	0.8	Swiss-Prot
Q460N3	0.8	Swiss-Prot
Q8WW38	0.8	Swiss-Prot
Q9UKJ1	0.8	Swiss-Prot
Q8N0X2	0.8	Swiss-Prot
O60806	0.8	Swiss-Prot
Q8WXW3	0.8	Swiss-Prot
Q7Z3Z3	0.8	Swiss-Prot
Q13936	0.8	Swiss-Prot
Q15796	0.8	Swiss-Prot
Q9BVG4	0.8	Swiss-Prot
Q9Y2R4	0.8	Swiss-Prot
Q9UHC1	0.8	Swiss-Prot
Q8NBJ5	0.8	Swiss-Prot
P18754	0.8	Swiss-Prot
P22413	0.8	Swiss-Prot
Q9Y6N8	0.8	Swiss-Prot
Q9Y6M4	0.8	Swiss-Prot
Q96NJ6	0.79	Swiss-Prot
Q9BX63	0.79	Swiss-Prot
Q6AHZ1	0.79	Swiss-Prot
Q05D60	0.79	Swiss-Prot
Q9P2E3	0.79	Swiss-Prot
O94804	0.79	Swiss-Prot
Q96M96	0.79	Swiss-Prot
Q68D86	0.79	Swiss-Prot
Q9P232	0.79	Swiss-Prot
P69849	0.79	Swiss-Prot
Q8WTR7	0.79	Swiss-Prot
Q5T7V8	0.79	Swiss-Prot
Q9NSI5	0.79	Swiss-Prot
Q6MZT1	0.79	Swiss-Prot
Q9Y5X0	0.79	Swiss-Prot
A8MZG2	0.79	Swiss-Prot
Q5SZD1	0.79	Swiss-Prot
Q9UK97	0.79	Swiss-Prot
Q6ZN03	0.79	Swiss-Prot
E2RYF7	0.79	Swiss-Prot
P11055	0.79	Swiss-Prot
Q96N16	0.79	Swiss-Prot
P35749	0.79	Swiss-Prot
Q8IVH8	0.79	Swiss-Prot
Q9Y4C1	0.79	Swiss-Prot
Q70CQ1	0.79	Swiss-Prot
O43824	0.79	Swiss-Prot
P42658	0.79	Swiss-Prot
Q9Y6X2	0.79	Swiss-Prot
Q3LI64	0.79	Swiss-Prot
Q9Y6B2	0.79	Swiss-Prot
Q9HB09	0.79	Swiss-Prot
Q96BF3	0.79	Swiss-Prot
Q8IXJ6	0.79	Swiss-Prot
Q96CW5	0.79	Swiss-Prot
Q5VZ66	0.79	Swiss-Prot
O75121	0.79	Swiss-Prot
Q53TS8	0.79	Swiss-Prot
P78504	0.79	Swiss-Prot
A4D1U4	0.79	Swiss-Prot
Q8NAT2	0.79	Swiss-Prot
Q9Y657	0.79	Swiss-Prot
Q6UWX4	0.79	Swiss-Prot
Q9H9H5	0.79	Swiss-Prot
Q8TF39	0.79	Swiss-Prot
Q15435	0.79	Swiss-Prot
P15036	0.79	Swiss-Prot
Q9H4Z3	0.79	Swiss-Prot
Q96GA3	0.79	Swiss-Prot
Q9BUL9	0.79	Swiss-Prot
P16150	0.79	Swiss-Prot
Q8IZQ1	0.79	Swiss-Prot
Q9Y662	0.79	Swiss-Prot
Q6P1R4	0.79	Swiss-Prot
Q9Y663	0.79	Swiss-Prot
P60852	0.79	Swiss-Prot
A5D8V7	0.79	Swiss-Prot
Q01433	0.79	Swiss-Prot
P17096	0.79	Swiss-Prot
Q63HQ0	0.79	Swiss-Prot
Q9BXJ4	0.79	Swiss-Prot
Q9H875	0.79	Swiss-Prot
O00358	0.79	Swiss-Prot
Q86YD5	0.79	Swiss-Prot
Q86XI8	0.79	Swiss-Prot
Q7L1V2	0.79	Swiss-Prot
Q9Y6Z7	0.79	Swiss-Prot
O76039	0.79	Swiss-Prot
O94851	0.79	Swiss-Prot
P0DMV9	0.79	Swiss-Prot
Q8N129	0.79	Swiss-Prot
Q17RM4	0.79	Swiss-Prot
P49802	0.79	Swiss-Prot
Q17RB8	0.79	Swiss-Prot
Q8IWB6	0.79	Swiss-Prot
Q8IVA1	0.79	Swiss-Prot
Q9H305	0.79	Swiss-Prot
Q9HBY8	0.79	Swiss-Prot
P10636-8	0.79	LLPS+
Q8NFY4	0.79	Swiss-Prot
Q01973	0.79	Swiss-Prot
O75533	0.79	Swiss-Prot
P47710	0.79	Swiss-Prot
O43602	0.79	Swiss-Prot
P48729	0.79	Swiss-Prot
Q9BQ15	0.79	Swiss-Prot
Q9NX40	0.79	Swiss-Prot
Q96L42	0.79	Swiss-Prot
P10827	0.79	Swiss-Prot
P57086	0.79	Swiss-Prot
Q96G46	0.79	Swiss-Prot
Q8NC54	0.79	Swiss-Prot
Q96J94	0.79	Swiss-Prot
Q92504	0.79	Swiss-Prot
Q13464	0.79	Swiss-Prot
Q9NZI8	0.79	Swiss-Prot
A2RUB1	0.79	Swiss-Prot
Q8NI60	0.79	Swiss-Prot
Q56NI9	0.79	Swiss-Prot
P30304	0.79	Swiss-Prot
Q6V0I7	0.79	Swiss-Prot
Q8N446	0.79	Swiss-Prot
Q9BRG2	0.79	Swiss-Prot
Q9BQY9	0.79	Swiss-Prot
P15918	0.79	Swiss-Prot
H3BV60	0.79	Swiss-Prot
Q8TBC3	0.79	Swiss-Prot
P25644	0.79	LLPS-
Q9H501	0.79	Swiss-Prot
Q6ZSG1	0.79	Swiss-Prot
Q13308	0.79	Swiss-Prot
Q8WUT4	0.79	Swiss-Prot
Q6ZR54	0.79	Swiss-Prot
Q96MF2	0.79	Swiss-Prot
Q7RTU4	0.79	Swiss-Prot
Q13627	0.79	LLPS-
Q8WUU5	0.79	Swiss-Prot
O95376	0.79	Swiss-Prot
P11226	0.79	Swiss-Prot
Q8NF91	0.79	Swiss-Prot
Q9NQ87	0.79	Swiss-Prot
P46940	0.79	Swiss-Prot
Q14624	0.79	Swiss-Prot
P25205	0.79	Swiss-Prot
Q9UBE8	0.79	Swiss-Prot
P22830	0.79	Swiss-Prot
O60258	0.79	Swiss-Prot
Q5U5R9	0.79	Swiss-Prot
Q68CL5	0.79	Swiss-Prot
P26641	0.79	Swiss-Prot
Q9HBU1	0.79	Swiss-Prot
Q3LI72	0.79	Swiss-Prot
Q9NWZ5	0.79	Swiss-Prot
Q9Y385	0.79	Swiss-Prot
P0DMV8	0.79	Swiss-Prot
Q9UKU6	0.79	Swiss-Prot
Q08493	0.79	Swiss-Prot
P0C7H9	0.78	Swiss-Prot
Q8NE31	0.78	Swiss-Prot
Q17RS7	0.78	Swiss-Prot
P78423	0.78	Swiss-Prot
Q8IU85	0.78	Swiss-Prot
Q8N7Z2	0.78	Swiss-Prot
Q8TB22	0.78	Swiss-Prot
A8MZA4	0.78	Swiss-Prot
P23511	0.78	Swiss-Prot
P14625	0.78	Swiss-Prot
Q9UMS5	0.78	Swiss-Prot
P26378	0.78	Swiss-Prot
Q9Y4K4	0.78	Swiss-Prot
P59817	0.78	Swiss-Prot
Q96D53	0.78	Swiss-Prot
P0CG33	0.78	Swiss-Prot
Q8N4L8	0.78	Swiss-Prot
P07437	0.78	Swiss-Prot
Q8NEV4	0.78	Swiss-Prot
Q8ND61	0.78	Swiss-Prot
Q32MH5	0.78	Swiss-Prot
Q7Z5L7	0.78	Swiss-Prot
Q96SI1	0.78	Swiss-Prot
Q9HCK0	0.78	Swiss-Prot
Q99952	0.78	Swiss-Prot
Q8NBR0	0.78	Swiss-Prot
P11387	0.78	Swiss-Prot
O43847	0.78	Swiss-Prot
Q17RQ9	0.78	Swiss-Prot
P48556	0.78	Swiss-Prot
Q569G3	0.78	Swiss-Prot
P51956	0.78	Swiss-Prot
Q14324	0.78	Swiss-Prot
Q8NBB2	0.78	Swiss-Prot
Q9Y570	0.78	Swiss-Prot
P0C881	0.78	Swiss-Prot
P52742	0.78	Swiss-Prot
Q6ICG6	0.78	Swiss-Prot
P11021	0.78	Swiss-Prot
Q8IZU9	0.78	Swiss-Prot
Q96EY7	0.78	Swiss-Prot
Q5H9L2	0.78	Swiss-Prot
Q3YBR2	0.78	Swiss-Prot
O43304	0.78	Swiss-Prot
Q92522	0.78	Swiss-Prot
P09529	0.78	Swiss-Prot
Q9NZU0	0.78	Swiss-Prot
Q9NPQ8	0.78	Swiss-Prot
Q9NYA3	0.78	Swiss-Prot
A6NDN3	0.78	Swiss-Prot
P0DN24	0.78	Swiss-Prot
Q92698	0.78	Swiss-Prot
P46939	0.78	Swiss-Prot
Q86XH1	0.78	Swiss-Prot
P17936	0.78	Swiss-Prot
O95391	0.78	Swiss-Prot
Q8WWU5	0.78	Swiss-Prot
Q96AP0	0.78	Swiss-Prot
P18031	0.78	Swiss-Prot
Q9P2I0	0.78	Swiss-Prot
Q13424	0.78	Swiss-Prot
P15260	0.78	Swiss-Prot
Q86X53	0.78	Swiss-Prot
Q96AQ9	0.78	Swiss-Prot
Q02487	0.78	Swiss-Prot
Q58DX5	0.78	Swiss-Prot
Q8IWY8	0.78	Swiss-Prot
Q9BSU3	0.78	Swiss-Prot
O95721	0.78	Swiss-Prot
Q8NC44	0.78	Swiss-Prot
Q63HN8	0.78	Swiss-Prot
Q99767	0.78	Swiss-Prot
P63162	0.78	Swiss-Prot
Q16520	0.78	Swiss-Prot
Q3LI58	0.78	Swiss-Prot
Q6J272	0.78	Swiss-Prot
P15976	0.78	Swiss-Prot
Q8NC96	0.78	Swiss-Prot
Q9BV97	0.78	Swiss-Prot
Q15390	0.78	Swiss-Prot
O60229	0.78	Swiss-Prot
Q8NCL9	0.78	Swiss-Prot
A2RUB6	0.78	Swiss-Prot
O43623	0.78	Swiss-Prot
Q96MC2	0.78	Swiss-Prot
Q96EY1	0.78	Swiss-Prot
Q8IXP5	0.78	Swiss-Prot
Q9P2W9	0.78	Swiss-Prot
Q9H7E9	0.78	Swiss-Prot
P56192	0.78	Swiss-Prot
A1A4V9	0.78	Swiss-Prot
A0JNW5	0.78	Swiss-Prot
Q6PJP8	0.78	Swiss-Prot
P61576	0.78	Swiss-Prot
Q9ULV0	0.78	Swiss-Prot
Q8WUX9	0.78	Swiss-Prot
Q9BQM9	0.78	Swiss-Prot
Q16829	0.78	Swiss-Prot
Q8N377	0.78	Swiss-Prot
P58397	0.78	Swiss-Prot
Q96LR5	0.78	Swiss-Prot
Q14141	0.78	Swiss-Prot
Q12874	0.78	Swiss-Prot
Q9P0M6	0.78	Swiss-Prot
Q8IYT3	0.78	Swiss-Prot
Q16236	0.78	Swiss-Prot
Q7Z2W4	0.78	Swiss-Prot
Q01082	0.78	Swiss-Prot
Q9H1C7	0.78	Swiss-Prot
A6NDK9	0.78	Swiss-Prot
Q69YI7	0.78	Swiss-Prot
Q9H3R0	0.78	Swiss-Prot
Q86VR7	0.78	Swiss-Prot
Q8WV99	0.78	Swiss-Prot
Q5VVJ2	0.78	Swiss-Prot
Q86XD5	0.78	Swiss-Prot
Q9P031	0.78	Swiss-Prot
O00533	0.78	Swiss-Prot
Q9BWG6	0.78	Swiss-Prot
Q7LFL8	0.78	Swiss-Prot
O95453	0.78	Swiss-Prot
A8MYZ0	0.78	Swiss-Prot
Q9BXR3	0.78	Swiss-Prot
Q3LI59	0.78	Swiss-Prot
Q8N823	0.78	Swiss-Prot
Q6NSI4	0.78	Swiss-Prot
Q8IYS8	0.78	Swiss-Prot
Q8WXX5	0.78	Swiss-Prot
B2RC85	0.78	Swiss-Prot
A6NHJ4	0.78	Swiss-Prot
Q8NE63	0.78	Swiss-Prot
Q5VW00	0.78	Swiss-Prot
P06213	0.78	Swiss-Prot
Q9BZI7	0.78	Swiss-Prot
Q9BQ16	0.78	Swiss-Prot
Q99543	0.78	Swiss-Prot
O75901	0.78	Swiss-Prot
P51587	0.78	Swiss-Prot
Q9UJD0	0.78	Swiss-Prot
Q9NYA4	0.78	Swiss-Prot
Q9BXA7	0.78	Swiss-Prot
O15078	0.78	Swiss-Prot
Q13123	0.78	Swiss-Prot
O43155	0.78	Swiss-Prot
P46108	0.78	Swiss-Prot
Q9BTD8	0.78	Swiss-Prot
Q7Z569	0.78	Swiss-Prot
Q05C16	0.78	Swiss-Prot
Q96I27	0.78	Swiss-Prot
Q6ZS10	0.78	Swiss-Prot
B1ATL7	0.78	Swiss-Prot
Q76KD6	0.78	Swiss-Prot
P27824	0.78	Swiss-Prot
Q9Y2L8	0.78	Swiss-Prot
Q05516	0.78	Swiss-Prot
Q7Z614	0.78	Swiss-Prot
Q9HB96	0.78	Swiss-Prot
P98172	0.78	Swiss-Prot
Q9C0I9	0.78	Swiss-Prot
A8MQ27	0.78	Swiss-Prot
P53701	0.78	Swiss-Prot
Q86UB2	0.78	Swiss-Prot
P63128	0.78	Swiss-Prot
Q9H322	0.78	Swiss-Prot
O00295	0.78	Swiss-Prot
O00445	0.78	Swiss-Prot
P55107	0.78	Swiss-Prot
Q9BZF9	0.78	Swiss-Prot
Q14DG7	0.78	Swiss-Prot
A6NGK3	0.78	Swiss-Prot
Q16626	0.78	Swiss-Prot
Q8NC06	0.78	Swiss-Prot
Q5JUK3	0.78	Swiss-Prot
Q9H4B6	0.77	Swiss-Prot
P53567	0.77	Swiss-Prot
Q5SQQ9	0.77	Swiss-Prot
O95567	0.77	Swiss-Prot
Q7Z429	0.77	Swiss-Prot
O00515	0.77	Swiss-Prot
P21359	0.77	Swiss-Prot
Q86YC2	0.77	Swiss-Prot
P04004	0.77	Swiss-Prot
A6NGY1	0.77	Swiss-Prot
P12034	0.77	Swiss-Prot
Q9NUQ8	0.77	Swiss-Prot
P41235	0.77	Swiss-Prot
Q8N5G2	0.77	Swiss-Prot
Q13685	0.77	Swiss-Prot
Q15599	0.77	Swiss-Prot
Q15291	0.77	Swiss-Prot
Q86YR6	0.77	Swiss-Prot
Q9BXW9	0.77	Swiss-Prot
Q96LM5	0.77	Swiss-Prot
Q06481	0.77	Swiss-Prot
Q8TDJ6	0.77	Swiss-Prot
A0A0U1RRL7	0.77	Swiss-Prot
Q6ZUJ4	0.77	Swiss-Prot
O76041	0.77	Swiss-Prot
Q9Y462	0.77	Swiss-Prot
Q13332	0.77	Swiss-Prot
Q400G9	0.77	Swiss-Prot
Q9UKS6	0.77	Swiss-Prot
Q14318	0.77	Swiss-Prot
P63136	0.77	Swiss-Prot
Q8N9U0	0.77	Swiss-Prot
Q96IW2	0.77	Swiss-Prot
P11277	0.77	Swiss-Prot
Q9BZE4	0.77	Swiss-Prot
Q92623	0.77	Swiss-Prot
A0A0U1RQS6	0.77	Swiss-Prot
Q8NHS9	0.77	Swiss-Prot
Q8WTR8	0.77	Swiss-Prot
Q9Y232	0.77	Swiss-Prot
Q9UN72	0.77	Swiss-Prot
Q9UQV4	0.77	Swiss-Prot
Q13217	0.77	Swiss-Prot
Q9BQE6	0.77	Swiss-Prot
O60383	0.77	Swiss-Prot
Q12899	0.77	Swiss-Prot
Q14296	0.77	Swiss-Prot
P17026	0.77	Swiss-Prot
Q13206	0.77	Swiss-Prot
Q9NWF9	0.77	Swiss-Prot
Q8IYD9	0.77	Swiss-Prot
Q13402	0.77	Swiss-Prot
Q9H1E5	0.77	Swiss-Prot
Q9NWD9	0.77	Swiss-Prot
P26010	0.77	Swiss-Prot
Q6PRD7	0.77	Swiss-Prot
Q8IW50	0.77	Swiss-Prot
Q8NI17	0.77	Swiss-Prot
Q4W5G0	0.77	Swiss-Prot
Q76MJ5	0.77	Swiss-Prot
O43768	0.77	Swiss-Prot
Q7Z5U6	0.77	Swiss-Prot
Q0ZGT2	0.77	Swiss-Prot
Q04741	0.77	Swiss-Prot
Q8N6N2	0.77	Swiss-Prot
Q96NG3	0.77	Swiss-Prot
Q86VE3	0.77	Swiss-Prot
Q13065	0.77	Swiss-Prot
Q8IZT9	0.77	Swiss-Prot
Q6ZRX8	0.77	Swiss-Prot
O60565	0.77	Swiss-Prot
O14967	0.77	Swiss-Prot
Q9Y336	0.77	Swiss-Prot
P08908	0.77	LLPS+
O60664	0.77	Swiss-Prot
Q7RTU0	0.77	Swiss-Prot
Q6UXB8	0.77	Swiss-Prot
Q86V40	0.77	Swiss-Prot
Q8WVS4	0.77	Swiss-Prot
Q95XR4	0.77	LLPS-
P56915	0.77	Swiss-Prot
Q5VIR6	0.77	Swiss-Prot
Q9Y2K3	0.77	Swiss-Prot
O95243	0.77	Swiss-Prot
Q15465	0.77	Swiss-Prot
P62847	0.77	Swiss-Prot
Q2M296	0.77	Swiss-Prot
A0AVK6	0.77	Swiss-Prot
Q8N8E1	0.77	Swiss-Prot
Q6ZW76	0.77	Swiss-Prot
Q5T7N8	0.77	Swiss-Prot
Q15485	0.77	Swiss-Prot
Q9BY12	0.77	Swiss-Prot
A6NCI4	0.77	Swiss-Prot
P20929	0.77	Swiss-Prot
Q8IY42	0.77	Swiss-Prot
Q9UPW5	0.77	Swiss-Prot
Q6DN03	0.77	Swiss-Prot
P43358	0.77	Swiss-Prot
Q9UBP4	0.77	Swiss-Prot
Q9HAQ2	0.77	Swiss-Prot
P17861	0.77	Swiss-Prot
Q9H981	0.77	Swiss-Prot
O60729	0.77	Swiss-Prot
Q6U841	0.77	Swiss-Prot
Q9NSY0	0.77	Swiss-Prot
P81274	0.77	Swiss-Prot
Q9NWA0	0.77	Swiss-Prot
O43683	0.77	Swiss-Prot
Q8TAK5	0.77	Swiss-Prot
Q9NPI1	0.77	Swiss-Prot
P23490	0.77	Swiss-Prot
Q8IUB9	0.77	Swiss-Prot
Q9UNE7	0.77	Swiss-Prot
Q96S53	0.77	Swiss-Prot
Q9H1I8	0.77	Swiss-Prot
Q96G25	0.77	Swiss-Prot
Q14541	0.77	Swiss-Prot
Q86XT2	0.77	Swiss-Prot
Q10570	0.77	Swiss-Prot
Q8IYH5	0.77	Swiss-Prot
P34810	0.77	Swiss-Prot
Q502W7	0.77	Swiss-Prot
Q05682	0.77	Swiss-Prot
P50549	0.77	Swiss-Prot
A0A1B0GUA9	0.77	Swiss-Prot
Q3ZCV2	0.77	Swiss-Prot
Q8N752	0.77	Swiss-Prot
Q9H5V8	0.77	Swiss-Prot
Q9ULV8	0.77	Swiss-Prot
Q13255	0.77	Swiss-Prot
P16949	0.77	Swiss-Prot
P46777	0.77	Swiss-Prot
Q96JY0	0.77	Swiss-Prot
Q9BZQ2	0.77	Swiss-Prot
Q99570	0.77	Swiss-Prot
Q92753	0.77	Swiss-Prot
B2RXH2	0.77	Swiss-Prot
Q8WVR3	0.77	Swiss-Prot
Q969T9	0.77	Swiss-Prot
Q4AE62	0.77	Swiss-Prot
Q6ZNG1	0.77	Swiss-Prot
O00506	0.77	Swiss-Prot
Q92552	0.77	Swiss-Prot
Q9NU63	0.77	Swiss-Prot
Q8WXS3	0.77	Swiss-Prot
O14795	0.77	Swiss-Prot
Q8TAE8	0.77	Swiss-Prot
Q86XN7	0.77	Swiss-Prot
Q9UJU5	0.77	Swiss-Prot
Q13185	0.77	Swiss-Prot
A6NCM1	0.77	Swiss-Prot
Q9HCI6	0.77	Swiss-Prot
Q9NXG6	0.77	Swiss-Prot
P53999	0.77	Swiss-Prot
Q8IYX8	0.77	Swiss-Prot
Q3LI67	0.77	Swiss-Prot
Q6MZM9	0.77	Swiss-Prot
P61927	0.77	Swiss-Prot
Q9GZX5	0.77	Swiss-Prot
Q86SF2	0.76	Swiss-Prot
Q9GZS0	0.76	Swiss-Prot
Q9GZV8	0.76	Swiss-Prot
A4FU69	0.76	Swiss-Prot
P53674	0.76	Swiss-Prot
Q9NRL2	0.76	Swiss-Prot
Q6B0I6	0.76	Swiss-Prot
P22314	0.76	Swiss-Prot
Q9BV36	0.76	Swiss-Prot
P61313	0.76	Swiss-Prot
Q8WZ64	0.76	Swiss-Prot
Q96FZ2	0.76	Swiss-Prot
B2RU33	0.76	Swiss-Prot
Q99459	0.76	Swiss-Prot
Q8N6G6	0.76	Swiss-Prot
Q9UG63	0.76	Swiss-Prot
Q9BZR6	0.76	Swiss-Prot
P08174	0.76	Swiss-Prot
O75636	0.76	Swiss-Prot
Q9ULS5	0.76	Swiss-Prot
P06850	0.76	Swiss-Prot
P0DPF6	0.76	Swiss-Prot
Q9H4D0	0.76	Swiss-Prot
Q9NSB8	0.76	Swiss-Prot
Q7Z5Q5	0.76	Swiss-Prot
Q9BXQ6	0.76	Swiss-Prot
Q96I25	0.76	Swiss-Prot
P30533	0.76	Swiss-Prot
Q5VX52	0.76	Swiss-Prot
Q6UXG8	0.76	Swiss-Prot
Q7Z422	0.76	Swiss-Prot
Q13769	0.76	Swiss-Prot
O75923	0.76	Swiss-Prot
P62753	0.76	Swiss-Prot
Q8NC01	0.76	Swiss-Prot
P14649	0.76	Swiss-Prot
Q14152	0.76	Swiss-Prot
Q5SQS7	0.76	Swiss-Prot
Q9UM54	0.76	Swiss-Prot
A0A1B0GVH7	0.76	Swiss-Prot
Q14681	0.76	Swiss-Prot
Q6P9G9	0.76	Swiss-Prot
Q7L3S4	0.76	Swiss-Prot
Q14696	0.76	Swiss-Prot
Q86X59	0.76	Swiss-Prot
P0DPF5	0.76	Swiss-Prot
Q9BT92	0.76	Swiss-Prot
Q96K30	0.76	Swiss-Prot
Q96NJ1	0.76	Swiss-Prot
P42702	0.76	Swiss-Prot
Q9BYK8	0.76	Swiss-Prot
Q86VR8	0.76	Swiss-Prot
Q6IBS0	0.76	Swiss-Prot
Q7Z698	0.76	Swiss-Prot
P53667	0.76	Swiss-Prot
Q6PIW4	0.76	Swiss-Prot
Q9UJJ7	0.76	Swiss-Prot
O75364	0.76	Swiss-Prot
Q8N3S3	0.76	Swiss-Prot
Q8TEU8	0.76	Swiss-Prot
Q5VSY0	0.76	Swiss-Prot
Q15628	0.76	Swiss-Prot
A6NJG2	0.76	Swiss-Prot
Q02040	0.76	Swiss-Prot
P23327	0.76	Swiss-Prot
I0J062	0.76	Swiss-Prot
Q8NAM6	0.76	Swiss-Prot
Q8WYK2	0.76	Swiss-Prot
Q9NVZ3	0.76	Swiss-Prot
P51784	0.76	Swiss-Prot
Q8TDW7	0.76	Swiss-Prot
P07900	0.76	Swiss-Prot
Q96DB9	0.76	Swiss-Prot
Q15785	0.76	Swiss-Prot
Q8N9N8	0.76	Swiss-Prot
Q96S99	0.76	Swiss-Prot
Q9Y5J3	0.76	Swiss-Prot
O95747	0.76	Swiss-Prot
Q9H9C1	0.76	Swiss-Prot
O95872	0.76	Swiss-Prot
Q86TM6	0.76	Swiss-Prot
Q14194	0.76	Swiss-Prot
Q6PIJ6	0.76	Swiss-Prot
Q96T17	0.76	Swiss-Prot
Q9HB31	0.76	Swiss-Prot
O14627	0.76	Swiss-Prot
Q9UPM6	0.76	Swiss-Prot
Q00994	0.76	Swiss-Prot
Q5H9K5	0.76	Swiss-Prot
Q96MG8	0.76	Swiss-Prot
Q8IZ26	0.76	Swiss-Prot
A6NGY3	0.76	Swiss-Prot
Q9UHD9	0.76	LLPS-
P49756	0.76	Swiss-Prot
O75409	0.76	Swiss-Prot
Q01543	0.76	Swiss-Prot
Q6DRA6	0.76	Swiss-Prot
P17535	0.76	Swiss-Prot
Q4KMG0	0.76	Swiss-Prot
Q2VPK5	0.76	Swiss-Prot
Q8TER0	0.76	Swiss-Prot
Q9Y5W9	0.76	Swiss-Prot
Q8N3L3	0.76	Swiss-Prot
Q9WJR5	0.76	Swiss-Prot
A8K979	0.76	Swiss-Prot
Q9NR19	0.76	Swiss-Prot
Q86VF7	0.76	Swiss-Prot
Q3LI73	0.76	Swiss-Prot
Q96SZ5	0.76	Swiss-Prot
O95238	0.76	Swiss-Prot
Q71F78	0.76	Swiss-Prot
A8MTJ3	0.76	Swiss-Prot
P80303	0.76	Swiss-Prot
Q58FF6	0.76	Swiss-Prot
O60941	0.76	Swiss-Prot
Q86V59	0.76	Swiss-Prot
Q86VH2	0.76	Swiss-Prot
Q17R60	0.76	Swiss-Prot
Q8IW35	0.76	Swiss-Prot
Q9UBT6	0.76	Swiss-Prot
Q8TBK2	0.76	Swiss-Prot
P56730	0.76	Swiss-Prot
Q8WXD2	0.76	Swiss-Prot
Q86VZ4	0.76	Swiss-Prot
P05305	0.76	Swiss-Prot
Q9UH73	0.76	Swiss-Prot
Q5JT82	0.76	Swiss-Prot
Q9NWZ8	0.76	Swiss-Prot
P14678	0.76	Swiss-Prot
Q96M27	0.76	Swiss-Prot
P39905	0.76	Swiss-Prot
Q13886	0.76	Swiss-Prot
P24278	0.76	Swiss-Prot
Q96SM3	0.76	Swiss-Prot
Q9HCM4	0.76	Swiss-Prot
Q0IIN9	0.76	Swiss-Prot
Q5CZ79	0.76	Swiss-Prot
Q13651	0.76	Swiss-Prot
Q96A33	0.76	Swiss-Prot
Q8IWV2	0.76	Swiss-Prot
Q9NZN1	0.76	Swiss-Prot
Q96K83	0.76	Swiss-Prot
Q96NR2	0.76	Swiss-Prot
Q92935	0.76	Swiss-Prot
Q6P050	0.76	Swiss-Prot
Q6ZNG0	0.76	Swiss-Prot
Q8TBP5	0.76	Swiss-Prot
Q9BT09	0.76	Swiss-Prot
P24386	0.76	Swiss-Prot
P06734	0.76	Swiss-Prot
Q969X2	0.76	Swiss-Prot
Q969S2	0.76	Swiss-Prot
P10586	0.76	Swiss-Prot
Q08E93	0.76	Swiss-Prot
Q16543	0.76	Swiss-Prot
Q9C099	0.75	Swiss-Prot
A0A0A6YYL3	0.75	Swiss-Prot
Q6UXH1	0.75	Swiss-Prot
Q96GF1	0.75	Swiss-Prot
Q9NNZ6	0.75	Swiss-Prot
A6NEQ2	0.75	Swiss-Prot
Q8NCU4	0.75	Swiss-Prot
Q14764	0.75	Swiss-Prot
Q7L3V2	0.75	Swiss-Prot
Q9BXP8	0.75	Swiss-Prot
